model_name,explainer_name,prediction_correctness,count,mean_iou,std_iou,median_iou,min_iou,max_iou,q25_iou,q75_iou
resnet50,grad_cam,correct,7245,0.2759130746768965,0.18934138998603034,0.272800051134244,0.0,0.8606894209543217,0.11858116456348505,0.41472847945331176
resnet50,grad_cam,incorrect,2355,0.1486948988971449,0.16660503130694754,0.094581209383229,0.0,0.8384246402423631,0.0,0.2549624528922073
resnet50,guided_backprop,correct,7245,0.0003260252044449907,0.0012835490052979868,0.0,0.0,0.0383211678832116,0.0,8.333862119779079e-05
resnet50,guided_backprop,incorrect,2355,0.00017922674378233175,0.000977179167565821,0.0,0.0,0.0300978179082016,0.0,0.0
resnet50,integrated_gradients,correct,7245,0.0035547154158293514,0.007370343237403112,0.00090123619122575,0.0,0.1038545454545454,0.00013914741093895002,0.00351417375167685
resnet50,integrated_gradients,incorrect,2355,0.0023234575163815795,0.00651797130610673,0.0003475006682705,0.0,0.1474663499604117,0.0,0.0018202752102346
